shift_id,nurse_id,date,unit,shift_type,hours,patients,acuity,admissions,discharges,overtime,call_in,feedback_id,reported_stress,reported_fatigue,burnout_freq,emotionally_drained,used_up,workload_change,intent_to_leave,satisfaction,comments,supervisor_id,performance_score,reliability,teamwork,clinical_decision,remarks
SN0147-00319,N0147,2026-01-03,Medical,Night,8,4,9,0,0,False,False,F4832,Medium,Moderate,Every day,False,False,No change,True,4,,SUP5,3,Good,High,Appropriate,
SN0126-32007,N0126,2025-11-16,Medical,Night,8,2,6,3,1,False,False,F2395,Low,Moderate,Every day,False,False,No change,False,4,,SUP3,2,Average,Moderate,Appropriate,
SN0080-28519,N0080,2025-10-12,Surgery,Day,12,7,2,1,0,False,False,F87,High,None,Every day,False,False,More,True,3,,SUP6,3,Excellent,Moderate,Appropriate,
SN0078-34219,N0078,2025-12-08,ED,Day,8,2,2,1,0,False,False,F1042,Low,None,Weekly,False,False,No change,True,4,,SUP3,2,Average,High,Appropriate,
SN0111-00319,N0111,2026-01-03,ED,Day,8,7,4,0,0,False,False,F3195,High,None,Weekly,True,False,No change,True,5,,SUP5,5,Excellent,Moderate,Appropriate,
SN0069-32407,N0069,2025-11-20,Surgery,Night,12,2,5,4,0,False,False,F4701,Low,None,Weekly,False,False,No change,False,4,,SUP12,3,Average,High,Appropriate,
SN0060-29419,N0060,2025-10-21,Surgery,Night,12,7,8,0,1,False,False,F57,High,None,Never,False,True,More,False,4,,SUP12,4,Excellent,High,Needs improvement,
SN0112-35907,N0112,2025-12-25,Medical,Night,12,5,10,2,0,False,False,F2619,High,Moderate,Every day,False,True,More,True,3,,SUP8,2,Average,Moderate,Appropriate,
SN0044-34819,N0044,2025-12-14,Surgery,Day,12,2,10,0,1,False,False,F5267,Low,None,Every day,True,True,More,False,1,,SUP8,4,Good,High,Appropriate,
SN0072-33219,N0072,2025-11-28,Peds,Day,10,3,6,0,0,False,False,F2023,Medium,Severe,Weekly,False,False,No change,False,2,,SUP8,5,Excellent,High,Appropriate,
SN0150-29407,N0150,2025-10-21,ED,Day,8,7,8,0,0,False,False,F4092,Low,Moderate,Weekly,False,False,No change,False,5,,SUP8,3,Good,Moderate,Appropriate,
SN0044-33119,N0044,2025-11-27,ICU,Day,8,7,4,2,2,False,False,F1673,High,Moderate,Monthly,False,True,More,False,4,,SUP5,5,Below avg,High,Needs improvement,
SN0015-35319,N0015,2025-12-19,Medical,Night,8,3,9,1,1,False,False,F4272,Low,Severe,Weekly,False,False,More,False,2,,SUP5,5,Good,High,Needs improvement,
SN0006-28319,N0006,2025-10-10,Surgery,Night,8,3,7,1,0,False,False,F4459,Medium,Moderate,Every day,False,True,No change,True,2,,SUP5,5,Average,High,Appropriate,
SN0070-33507,N0070,2025-12-01,Peds,Night,12,6,2,1,0,False,False,F2787,Medium,None,Every day,False,False,Less,False,2,,SUP10,4,Average,Moderate,Appropriate,
SN0017-33007,N0017,2025-11-26,Surgery,Day,12,5,2,2,0,True,False,F1718,High,Severe,Weekly,False,False,More,True,1,,SUP7,3,Good,Moderate,Appropriate,
SN0105-33607,N0105,2025-12-02,ICU,Day,12,4,3,1,2,False,False,F2,Low,Severe,Weekly,True,True,More,False,3,,SUP5,2,Excellent,High,Appropriate,
SN0029-29219,N0029,2025-10-19,Medical,Day,12,5,4,0,2,False,False,F2283,Low,Moderate,Weekly,False,True,More,True,4,,SUP10,2,Excellent,High,Appropriate,
SN0075-34919,N0075,2025-12-15,Peds,Day,12,3,2,0,1,False,False,F4079,Medium,Moderate,Weekly,False,False,More,True,1,,SUP4,2,Good,Moderate,Appropriate,
SN0038-34307,N0038,2025-12-09,Peds,Night,12,5,4,2,3,False,False,F1604,Medium,Moderate,Every day,False,False,More,False,1,,SUP1,2,Average,Moderate,Appropriate,
SN0078-32407,N0078,2025-11-20,Peds,Night,12,4,7,1,1,False,False,F1744,High,Moderate,Monthly,True,True,Less,False,2,,SUP5,4,Excellent,Moderate,Appropriate,
SN0131-33607,N0131,2025-12-02,Peds,Night,12,2,4,0,0,False,True,F335,High,Severe,Every day,True,False,No change,False,5,,SUP7,4,Excellent,Low,Needs improvement,
SN0071-29119,N0071,2025-10-18,ICU,Day,12,6,5,0,0,False,False,F3403,Medium,Moderate,Weekly,False,False,No change,False,5,,SUP5,4,Excellent,High,Appropriate,
SN0135-35019,N0135,2025-12-16,Peds,Night,10,2,5,3,0,False,False,F4915,Low,None,Never,True,False,More,True,5,,SUP1,4,Good,High,Needs improvement,
SN0137-29407,N0137,2025-10-21,ED,Day,12,5,5,0,1,False,False,F3876,Medium,Severe,Every day,False,False,No change,False,2,,SUP1,4,Excellent,High,Appropriate,
SN0093-32619,N0093,2025-11-22,ED,Night,12,8,6,0,2,False,False,F1961,Medium,Moderate,Every day,True,False,No change,False,5,,SUP7,5,Good,High,Appropriate,
SN0032-29619,N0032,2025-10-23,ICU,Night,12,8,9,3,1,False,False,F1883,High,Moderate,Never,False,False,More,False,3,,SUP1,2,Excellent,High,Appropriate,
SN0078-31819,N0078,2025-11-14,ED,Night,12,5,10,1,3,False,False,F1554,Medium,Moderate,Weekly,False,False,No change,False,1,,SUP7,3,Below avg,Moderate,Needs improvement,
SN0032-35619,N0032,2025-12-22,ICU,Night,8,2,9,3,1,False,False,F2517,Low,None,Weekly,False,False,More,True,5,,SUP10,2,Average,Low,Appropriate,
SN0109-00107,N0109,2026-01-01,ED,Day,12,7,3,2,1,False,False,F3151,High,Severe,Never,False,False,More,False,1,,SUP9,2,Good,High,Appropriate,
SN0106-35307,N0106,2025-12-19,Peds,Night,12,2,9,3,2,False,False,F3756,Medium,Moderate,Every day,False,True,No change,False,5,,SUP9,4,Average,High,Needs improvement,
SN0142-31507,N0142,2025-11-11,ED,Night,12,7,7,1,0,False,False,F1081,Medium,None,Weekly,False,True,More,False,5,,SUP3,5,Good,Moderate,Appropriate,
SN0101-00619,N0101,2026-01-06,Medical,Night,12,5,4,3,0,False,False,F2062,Low,None,Weekly,False,False,More,False,5,,SUP7,2,Average,Moderate,Appropriate,
SN0066-30019,N0066,2025-10-27,Medical,Night,12,6,10,0,0,False,False,F3987,Medium,None,Every day,False,False,More,False,4,,SUP5,5,Average,High,Appropriate,
SN0081-35207,N0081,2025-12-18,Peds,Day,12,3,5,1,0,False,False,F3189,Medium,Moderate,Every day,False,False,More,False,3,,SUP9,5,Good,Moderate,Appropriate,
SN0108-28407,N0108,2025-10-11,Medical,Night,8,5,10,1,0,False,False,F803,Low,Moderate,Never,False,False,More,False,3,,SUP7,4,Good,High,Appropriate,
SN0048-33119,N0048,2025-11-27,Peds,Day,12,7,6,0,0,False,False,F833,Medium,None,Every day,True,False,More,False,3,,SUP3,4,Average,Low,Appropriate,
SN0108-29919,N0108,2025-10-26,Peds,Evening,12,3,4,0,2,False,False,F799,High,Severe,Every day,False,False,More,False,4,,SUP12,4,Good,Moderate,Outstanding,
SN0141-31407,N0141,2025-11-10,Surgery,Day,12,2,9,0,0,False,False,F603,Low,Severe,Never,False,True,More,True,1,,SUP11,3,Good,High,Outstanding,
SN0034-35807,N0034,2025-12-24,Peds,Day,12,6,1,1,0,True,False,F4860,Medium,None,Never,False,False,More,False,4,,SUP8,5,Good,High,Needs improvement,
SN0094-35707,N0094,2025-12-23,ICU,Day,12,7,3,0,4,False,False,F1269,Medium,Moderate,Every day,False,False,No change,False,1,,SUP6,5,Excellent,Moderate,Appropriate,
SN0097-36107,N0097,2025-12-27,Medical,Night,12,8,7,1,0,False,False,F4033,Low,Moderate,Every day,False,False,More,True,1,,SUP6,2,Good,Low,Appropriate,
SN0148-28819,N0148,2025-10-15,Medical,Night,10,8,4,1,1,False,False,F4555,High,None,Never,False,False,More,False,2,,SUP4,5,Excellent,Moderate,Appropriate,
SN0090-31707,N0090,2025-11-13,Peds,Night,12,8,2,1,0,False,True,F4202,Medium,None,Monthly,False,False,No change,False,4,,SUP8,2,Average,Moderate,Appropriate,
SN0034-00607,N0034,2026-01-06,Surgery,Night,12,2,1,0,1,False,False,F84,Medium,Severe,Every day,False,False,Less,False,1,,SUP8,2,Excellent,High,Appropriate,
SN0031-29719,N0031,2025-10-24,ICU,Night,8,2,10,0,2,True,False,F5271,Medium,Severe,Weekly,False,False,Less,False,5,,SUP10,2,Average,High,Appropriate,
SN0068-35719,N0068,2025-12-23,Peds,Day,12,8,4,2,0,False,False,F3850,Medium,Moderate,Never,False,False,More,False,3,,SUP4,2,Below avg,Moderate,Appropriate,
SN0100-31219,N0100,2025-11-08,ICU,Day,12,6,2,0,2,False,False,F3644,High,None,Monthly,False,False,More,False,4,,SUP9,4,Below avg,High,Appropriate,
SN0035-00307,N0035,2026-01-03,ED,Day,10,8,4,2,1,False,False,F3232,Medium,Moderate,Never,False,False,No change,False,3,,SUP6,4,Below avg,High,Needs improvement,
SN0008-34907,N0008,2025-12-15,ICU,Day,12,3,2,2,0,False,False,F891,Low,Moderate,Never,True,False,More,True,1,,SUP11,3,Good,Low,Outstanding,
SN0024-29719,N0024,2025-10-24,Medical,Night,12,4,6,1,1,False,False,F2341,Low,None,Every day,False,False,No change,True,1,,SUP5,4,Good,High,Appropriate,
SN0092-34407,N0092,2025-12-10,Medical,Night,8,4,6,1,3,False,False,F4052,Medium,Severe,Never,False,True,More,False,4,,SUP11,3,Excellent,High,Appropriate,
SN0038-35319,N0038,2025-12-19,Medical,Day,12,8,3,1,1,False,False,F1003,Low,Severe,Monthly,False,False,More,True,1,,SUP7,4,Excellent,Moderate,Outstanding,
SN0091-32019,N0091,2025-11-16,ED,Day,12,7,3,1,0,False,False,F2701,Medium,None,Weekly,False,False,No change,False,5,,SUP1,2,Average,Moderate,Appropriate,
SN0094-29007,N0094,2025-10-17,Peds,Night,12,8,4,0,1,False,False,F51,Low,Moderate,Every day,False,False,More,False,3,,SUP10,3,Excellent,Moderate,Appropriate,
SN0122-30519,N0122,2025-11-01,ED,Night,12,5,8,1,1,False,False,F2539,Low,Moderate,Every day,True,True,More,False,2,,SUP2,4,Good,High,Needs improvement,
SN0033-34807,N0033,2025-12-14,Peds,Day,12,8,6,1,0,False,False,F4565,Low,None,Monthly,False,True,More,False,2,,SUP3,3,Excellent,Moderate,Needs improvement,
SN0094-34107,N0094,2025-12-07,Surgery,Day,12,8,6,2,1,False,False,F4673,High,None,Never,True,False,No change,False,2,,SUP2,5,Average,High,Appropriate,
SN0053-30807,N0053,2025-11-04,ICU,Day,12,3,7,1,0,False,False,F5107,Medium,Moderate,Monthly,True,False,More,False,1,,SUP1,3,Average,High,Outstanding,
SN0019-32019,N0019,2025-11-16,Medical,Day,12,7,9,0,0,False,True,F4130,Low,None,Monthly,True,False,No change,False,5,,SUP5,2,Good,High,Appropriate,
SN0050-00507,N0050,2026-01-05,Medical,Day,12,4,6,1,1,False,False,F526,Medium,None,Monthly,False,True,No change,False,4,,SUP1,5,Average,Moderate,Appropriate,
SN0073-35507,N0073,2025-12-21,ICU,Evening,12,8,2,0,0,False,False,F4170,High,Severe,Every day,False,True,No change,False,3,,SUP8,2,Excellent,Low,Appropriate,
SN0063-35319,N0063,2025-12-19,ED,Evening,12,6,8,0,0,False,False,F3681,Low,None,Every day,False,False,No change,True,3,,SUP3,3,Good,High,Appropriate,
SN0060-36419,N0060,2025-12-30,Medical,Night,12,8,5,0,0,False,False,F5142,Medium,Moderate,Weekly,False,False,More,False,4,,SUP6,4,Excellent,High,Appropriate,
SN0007-34819,N0007,2025-12-14,Medical,Night,8,2,5,2,1,False,False,F2380,Medium,Moderate,Never,False,False,More,False,2,,SUP5,4,Average,High,Appropriate,
SN0086-00107,N0086,2026-01-01,ED,Day,12,2,10,0,1,False,False,F3272,Low,Moderate,Every day,False,False,No change,True,1,,SUP6,5,Excellent,Moderate,Appropriate,
SN0074-30607,N0074,2025-11-02,Medical,Night,8,6,8,1,0,False,False,F760,Medium,Moderate,Monthly,False,False,More,False,5,,SUP12,3,Good,Moderate,Appropriate,
SN0115-32519,N0115,2025-11-21,Peds,Day,12,4,6,0,0,False,False,F2013,High,Moderate,Every day,False,False,No change,False,4,,SUP4,4,Excellent,Moderate,Appropriate,
SN0102-29207,N0102,2025-10-19,Peds,Day,8,8,6,1,3,False,False,F1360,High,None,Monthly,False,False,More,True,5,,SUP10,5,Good,High,Appropriate,
SN0046-30219,N0046,2025-10-29,ED,Night,12,4,10,3,3,False,False,F3054,Medium,Moderate,Weekly,False,False,More,False,4,,SUP7,3,Below avg,High,Outstanding,
SN0133-31019,N0133,2025-11-06,ED,Day,12,8,6,1,0,False,False,F3717,Low,Moderate,Every day,False,False,More,False,2,,SUP1,2,Below avg,Low,Outstanding,
SN0099-31207,N0099,2025-11-08,ICU,Day,12,8,3,0,0,False,False,F2708,Low,None,Weekly,False,False,No change,False,3,,SUP2,4,Average,High,Outstanding,
SN0076-31319,N0076,2025-11-09,ED,Day,12,3,9,0,0,False,False,F1497,Medium,Severe,Monthly,False,True,Less,False,4,,SUP7,3,Excellent,Moderate,Outstanding,
SN0149-29307,N0149,2025-10-20,ICU,Night,12,5,9,2,0,False,False,F2976,Medium,Moderate,Every day,True,False,More,False,1,,SUP1,5,Average,High,Appropriate,
SN0059-33907,N0059,2025-12-05,ICU,Night,12,6,9,0,1,False,False,F4917,Low,None,Weekly,False,False,More,False,5,,SUP10,3,Average,High,Needs improvement,
SN0107-29319,N0107,2025-10-20,Peds,Day,12,8,6,2,1,False,False,F3332,Medium,Moderate,Never,False,False,No change,True,1,,SUP10,4,Good,High,Appropriate,
SN0140-31907,N0140,2025-11-15,Surgery,Evening,12,7,9,5,1,False,False,F3117,High,Severe,Every day,False,False,More,False,3,,SUP4,5,Average,High,Appropriate,
SN0030-34019,N0030,2025-12-06,ICU,Night,12,3,1,0,0,False,False,F178,High,None,Every day,False,True,More,False,4,,SUP3,5,Excellent,High,Needs improvement,
SN0081-28807,N0081,2025-10-15,ED,Day,12,6,1,1,1,False,False,F5110,Medium,None,Every day,False,False,More,False,5,,SUP11,3,Good,High,Needs improvement,
SN0061-30007,N0061,2025-10-27,ED,Night,12,5,10,3,1,False,False,F4380,Low,Moderate,Every day,False,True,More,False,5,,SUP12,5,Average,High,Needs improvement,
SN0057-32607,N0057,2025-11-22,Surgery,Night,8,8,10,2,0,False,False,F4820,Low,None,Every day,False,False,No change,False,2,,SUP5,3,Good,Moderate,Needs improvement,
SN0049-33019,N0049,2025-11-26,Surgery,Day,8,3,9,2,0,False,False,F3034,Medium,Moderate,Weekly,False,False,Less,False,1,,SUP8,5,Good,Moderate,Appropriate,
SN0001-30007,N0001,2025-10-27,ICU,Day,8,6,9,1,0,False,False,F2063,High,Moderate,Never,False,False,More,False,1,,SUP1,4,Good,Moderate,Appropriate,
SN0031-32807,N0031,2025-11-24,ICU,Day,12,2,4,0,1,False,False,F2762,Low,None,Never,True,False,No change,True,1,,SUP8,3,Average,Moderate,Appropriate,
SN0134-36319,N0134,2025-12-29,ICU,Night,10,2,8,0,1,False,False,F4606,Medium,Moderate,Weekly,False,False,More,False,3,,SUP10,4,Good,High,Appropriate,
SN0126-33119,N0126,2025-11-27,Medical,Night,12,8,8,1,2,False,False,F4659,Medium,Moderate,Monthly,False,False,More,True,2,,SUP3,3,Below avg,High,Appropriate,
SN0006-32607,N0006,2025-11-22,Surgery,Evening,10,8,9,0,0,False,False,F3590,High,None,Monthly,False,False,More,True,1,,SUP7,3,Good,Moderate,Appropriate,
SN0089-30407,N0089,2025-10-31,Surgery,Evening,10,6,2,1,2,False,False,F16,Medium,Moderate,Monthly,True,False,More,False,3,,SUP3,3,Below avg,Moderate,Appropriate,
SN0057-00207,N0057,2026-01-02,Medical,Day,12,4,3,1,0,False,False,F5296,Low,Moderate,Weekly,False,True,Less,False,1,,SUP6,3,Below avg,High,Appropriate,
SN0121-29007,N0121,2025-10-17,Peds,Day,12,5,6,3,0,False,True,F1354,Medium,Moderate,Never,False,False,No change,True,2,,SUP11,3,Good,Moderate,Appropriate,
SN0130-35019,N0130,2025-12-16,Medical,Day,12,6,5,2,1,False,False,F732,Medium,Severe,Every day,False,False,More,False,1,,SUP2,4,Good,High,Appropriate,
SN0034-34707,N0034,2025-12-13,Peds,Day,12,6,1,1,1,False,False,F3166,High,None,Every day,False,False,No change,True,5,,SUP12,3,Excellent,High,Appropriate,
SN0027-31907,N0027,2025-11-15,Medical,Day,12,4,1,0,1,True,False,F5056,Low,Moderate,Weekly,True,False,No change,False,2,,SUP8,4,Excellent,Moderate,Appropriate,
SN0023-35507,N0023,2025-12-21,ED,Night,12,6,7,0,1,False,False,F1751,Medium,Severe,Every day,False,False,No change,False,2,,SUP5,2,Excellent,High,Appropriate,
SN0138-28719,N0138,2025-10-14,ED,Night,12,2,4,0,1,False,False,F827,Low,None,Every day,False,False,More,False,3,,SUP4,5,Excellent,Moderate,Appropriate,
SN0018-32807,N0018,2025-11-24,Peds,Night,8,6,5,1,3,False,False,F4369,Medium,None,Every day,False,False,No change,True,5,,SUP2,4,Average,Moderate,Appropriate,
SN0067-34907,N0067,2025-12-15,Peds,Day,12,7,6,1,1,False,False,F3027,Low,None,Monthly,False,False,More,False,2,,SUP11,2,Below avg,High,Outstanding,
SN0049-30107,N0049,2025-10-28,ED,Night,12,6,4,1,1,False,False,F938,Low,Moderate,Monthly,True,True,No change,False,4,,SUP7,3,Good,Moderate,Appropriate,
SN0002-00619,N0002,2026-01-06,ED,Night,12,5,7,1,0,False,False,F1625,High,Moderate,Monthly,False,False,More,False,5,,SUP1,5,Average,Moderate,Outstanding,
SN0005-28419,N0005,2025-10-11,Surgery,Night,12,2,8,2,0,False,False,F4324,Medium,None,Never,False,False,No change,True,5,,SUP4,5,Average,High,Appropriate,
SN0086-30307,N0086,2025-10-30,Peds,Evening,12,3,1,1,0,False,False,F808,Low,Moderate,Every day,False,False,No change,False,3,,SUP3,4,Average,Moderate,Outstanding,
SN0084-34619,N0084,2025-12-12,ICU,Night,12,4,7,0,0,False,False,F3570,Medium,Moderate,Weekly,False,False,More,False,2,,SUP6,5,Average,High,Appropriate,
SN0085-00219,N0085,2026-01-02,Medical,Night,12,5,4,0,1,False,False,F420,High,Severe,Never,False,False,More,True,5,,SUP1,4,Excellent,High,Appropriate,
SN0147-32307,N0147,2025-11-19,ED,Night,10,2,7,3,0,False,False,F824,Low,Moderate,Every day,False,False,More,False,4,,SUP11,2,Good,Moderate,Appropriate,
SN0097-31907,N0097,2025-11-15,ED,Evening,8,5,8,0,1,True,False,F2786,Medium,Moderate,Weekly,False,False,Less,False,5,,SUP4,5,Average,High,Outstanding,
SN0128-28319,N0128,2025-10-10,Medical,Night,12,7,4,1,0,False,False,F3870,Medium,None,Weekly,False,False,More,True,3,,SUP12,5,Excellent,Low,Outstanding,
SN0125-31907,N0125,2025-11-15,Surgery,Day,8,6,6,3,2,False,False,F3993,Medium,Moderate,Monthly,False,False,No change,False,4,,SUP11,2,Excellent,High,Outstanding,
SN0127-28919,N0127,2025-10-16,ED,Evening,12,6,9,1,1,False,False,F265,Medium,Moderate,Weekly,False,False,No change,False,1,,SUP12,2,Good,High,Appropriate,
SN0096-35807,N0096,2025-12-24,ED,Night,8,4,6,0,0,False,False,F999,High,None,Weekly,False,False,More,False,1,,SUP10,5,Excellent,High,Appropriate,
SN0052-33707,N0052,2025-12-03,Peds,Night,8,3,9,0,0,False,False,F2880,Medium,None,Every day,False,False,More,True,3,,SUP5,2,Excellent,High,Outstanding,
SN0086-34707,N0086,2025-12-13,ED,Night,12,5,5,1,1,False,False,F856,Low,None,Every day,False,False,No change,True,3,,SUP4,3,Good,High,Outstanding,
SN0012-30807,N0012,2025-11-04,ICU,Day,12,2,5,0,0,False,False,F2040,High,None,Every day,False,True,No change,False,1,,SUP11,2,Good,High,Appropriate,
SN0053-31307,N0053,2025-11-09,ICU,Day,12,3,6,2,0,False,False,F825,Medium,None,Never,True,False,No change,False,5,,SUP11,4,Good,Moderate,Appropriate,
SN0146-31819,N0146,2025-11-14,ED,Evening,12,8,3,0,0,False,False,F4011,Low,Severe,Monthly,True,False,More,False,3,,SUP10,5,Average,High,Appropriate,
SN0014-35419,N0014,2025-12-20,Medical,Day,8,3,3,0,1,False,False,F1928,Low,None,Monthly,False,False,No change,False,2,,SUP9,4,Excellent,Low,Outstanding,
SN0148-34507,N0148,2025-12-11,Peds,Day,12,2,3,0,0,False,False,F3959,Low,Moderate,Every day,False,False,More,False,3,,SUP9,5,Average,Moderate,Appropriate,
SN0052-34007,N0052,2025-12-06,Peds,Day,12,5,1,1,1,False,False,F5278,Medium,None,Monthly,False,True,No change,False,2,,SUP5,2,Good,Moderate,Appropriate,
SN0064-31307,N0064,2025-11-09,ED,Day,12,3,7,0,1,False,False,F2951,Medium,Moderate,Every day,False,True,No change,False,4,,SUP5,5,Below avg,High,Needs improvement,
SN0008-31019,N0008,2025-11-06,ED,Night,12,3,4,1,1,False,False,F4505,High,None,Weekly,False,True,More,False,5,,SUP3,2,Excellent,High,Appropriate,
SN0124-33007,N0124,2025-11-26,Peds,Day,8,4,9,2,0,False,False,F841,High,Moderate,Never,False,False,Less,True,3,,SUP8,3,Excellent,High,Appropriate,
SN0080-33219,N0080,2025-11-28,Surgery,Day,8,7,3,1,1,False,False,F3392,Low,Severe,Never,False,True,More,False,5,,SUP9,5,Good,Moderate,Appropriate,
SN0064-33319,N0064,2025-11-29,ED,Day,12,8,9,1,0,False,False,F2218,Medium,None,Every day,False,True,No change,False,1,,SUP10,4,Good,High,Needs improvement,
SN0118-29219,N0118,2025-10-19,Surgery,Day,12,8,1,0,0,False,False,F2904,Medium,Moderate,Every day,False,True,More,True,2,,SUP6,2,Good,Low,Appropriate,
SN0143-28119,N0143,2025-10-08,Surgery,Day,10,8,6,1,1,False,False,F2832,Medium,Moderate,Never,False,False,No change,False,2,,SUP3,5,Excellent,High,Appropriate,
SN0128-31719,N0128,2025-11-13,ICU,Day,12,8,6,1,1,False,False,F1888,Low,Severe,Never,False,True,No change,False,3,,SUP11,3,Good,High,Needs improvement,
SN0117-28519,N0117,2025-10-12,Surgery,Night,12,6,7,1,1,False,False,F1264,Medium,Severe,Weekly,True,False,No change,True,4,,SUP4,5,Good,High,Outstanding,
SN0074-29007,N0074,2025-10-17,Peds,Day,12,5,8,1,1,True,False,F508,Low,Moderate,Never,False,True,More,False,4,,SUP7,2,Excellent,High,Appropriate,
SN0016-30919,N0016,2025-11-05,Surgery,Night,12,2,3,0,1,False,False,F4854,Low,Moderate,Weekly,True,False,Less,False,4,,SUP2,3,Good,High,Appropriate,
SN0020-00507,N0020,2026-01-05,Peds,Night,8,6,4,1,0,False,False,F2967,High,None,Weekly,False,True,No change,False,1,,SUP8,3,Average,High,Needs improvement,
SN0125-30707,N0125,2025-11-03,Peds,Evening,12,4,7,1,0,False,False,F2857,High,Moderate,Every day,False,True,No change,False,4,,SUP10,5,Average,Low,Needs improvement,
SN0104-28819,N0104,2025-10-15,ED,Day,12,2,6,1,0,False,False,F2841,Low,Moderate,Weekly,False,False,No change,False,1,,SUP5,3,Average,High,Needs improvement,
SN0045-32019,N0045,2025-11-16,Peds,Day,12,5,3,0,0,False,False,F3052,Low,None,Never,False,False,No change,True,3,,SUP10,4,Excellent,Moderate,Appropriate,
SN0045-28907,N0045,2025-10-16,Peds,Day,12,4,9,0,0,False,False,F4522,Medium,Moderate,Monthly,True,False,More,False,3,,SUP7,3,Excellent,Moderate,Appropriate,
SN0071-29007,N0071,2025-10-17,ED,Evening,12,8,7,6,0,False,False,F2144,Low,None,Monthly,False,True,More,False,5,,SUP12,2,Below avg,High,Appropriate,
SN0132-29819,N0132,2025-10-25,Peds,Night,8,8,9,1,3,False,False,F2002,High,None,Every day,False,False,No change,False,5,,SUP5,3,Good,High,Appropriate,
SN0035-31919,N0035,2025-11-15,Surgery,Night,10,4,9,0,0,False,False,F2118,High,Moderate,Every day,True,False,More,False,1,,SUP6,5,Good,Moderate,Appropriate,
SN0028-31007,N0028,2025-11-06,Peds,Night,12,7,10,1,2,False,False,F5050,Low,None,Never,False,False,No change,False,3,,SUP5,3,Good,Moderate,Appropriate,
SN0087-33207,N0087,2025-11-28,ICU,Night,8,6,2,1,2,True,False,F5263,Medium,Severe,Monthly,False,False,More,False,4,,SUP10,5,Good,Moderate,Appropriate,
SN0078-31807,N0078,2025-11-14,Surgery,Night,10,6,7,0,0,False,False,F4757,Medium,None,Weekly,False,True,No change,True,2,,SUP12,3,Average,High,Appropriate,
SN0027-32319,N0027,2025-11-19,ICU,Night,12,8,10,1,0,False,False,F3920,Low,Moderate,Never,False,False,No change,False,3,,SUP12,3,Excellent,Low,Appropriate,
SN0099-35319,N0099,2025-12-19,Peds,Day,12,7,1,1,2,False,False,F1076,High,None,Weekly,True,True,No change,False,4,,SUP6,5,Excellent,Low,Appropriate,
SN0126-34207,N0126,2025-12-08,Medical,Night,12,4,10,1,0,False,False,F2196,Low,Severe,Weekly,True,False,Less,True,4,,SUP12,3,Good,High,Appropriate,
SN0022-32219,N0022,2025-11-18,ICU,Day,12,2,7,2,2,False,False,F4825,Medium,Moderate,Every day,True,False,Less,False,3,,SUP10,5,Good,High,Appropriate,
SN0067-31619,N0067,2025-11-12,Medical,Night,8,2,2,4,1,False,False,F763,Low,Severe,Weekly,False,False,More,False,4,,SUP6,2,Average,Moderate,Appropriate,
SN0083-00119,N0083,2026-01-01,ED,Day,12,2,7,1,0,False,False,F2088,Low,None,Every day,False,True,No change,False,2,,SUP8,5,Good,Moderate,Appropriate,
SN0012-32619,N0012,2025-11-22,ICU,Day,8,8,5,0,1,False,False,F4080,Low,Moderate,Every day,False,False,More,False,5,,SUP12,4,Good,High,Appropriate,
SN0012-30119,N0012,2025-10-28,Peds,Night,10,4,7,0,2,False,False,F5112,Low,None,Never,False,True,Less,True,5,,SUP9,4,Excellent,High,Appropriate,
SN0008-29619,N0008,2025-10-23,Peds,Night,8,7,7,2,3,False,False,F4096,Low,Moderate,Weekly,False,False,No change,False,3,,SUP2,3,Good,High,Appropriate,
SN0018-32207,N0018,2025-11-18,ICU,Day,8,8,3,2,3,False,True,F3350,Low,Moderate,Never,False,False,More,True,5,,SUP3,5,Below avg,High,Appropriate,
SN0146-35707,N0146,2025-12-23,ICU,Night,12,2,9,1,0,False,False,F194,Low,Moderate,Never,True,True,More,True,1,,SUP8,3,Good,High,Appropriate,
SN0131-32107,N0131,2025-11-17,Medical,Night,12,5,7,0,0,False,False,F2649,Low,Moderate,Weekly,False,False,No change,True,3,,SUP12,3,Average,High,Appropriate,
SN0149-35607,N0149,2025-12-22,ED,Day,8,7,10,1,1,True,False,F1868,Low,Moderate,Monthly,False,True,No change,False,1,,SUP4,2,Good,High,Appropriate,
SN0024-31807,N0024,2025-11-14,ICU,Night,8,7,7,2,0,False,False,F4726,Low,None,Every day,True,True,More,False,2,,SUP12,4,Good,Moderate,Outstanding,
SN0124-34207,N0124,2025-12-08,Peds,Night,12,6,10,0,0,True,False,F4047,Medium,None,Never,False,False,Less,False,2,,SUP2,4,Excellent,High,Appropriate,
SN0102-32819,N0102,2025-11-24,ICU,Evening,12,2,5,1,0,False,False,F2411,High,Moderate,Never,False,True,More,True,3,,SUP8,3,Good,High,Needs improvement,
SN0093-34019,N0093,2025-12-06,Peds,Night,12,2,1,0,1,False,False,F711,High,Moderate,Monthly,False,False,More,False,2,,SUP12,4,Excellent,Moderate,Appropriate,
SN0047-33207,N0047,2025-11-28,ED,Night,12,8,7,1,0,True,False,F2482,Low,None,Every day,False,False,More,False,2,,SUP5,3,Average,High,Needs improvement,
SN0089-28507,N0089,2025-10-12,Medical,Evening,8,3,1,1,1,False,False,F2164,Medium,Severe,Monthly,False,True,More,False,2,,SUP11,4,Excellent,High,Appropriate,
