shift_id,nurse_id,date,unit,shift_type,hours,patients,acuity,admissions,discharges,overtime,call_in,feedback_id,reported_stress,reported_fatigue,burnout_freq,emotionally_drained,used_up,workload_change,intent_to_leave,satisfaction,comments
SN0011-35819,N0011,2025-12-24,Peds,Night,12,7,10,0,0,True,False,F2844,Medium,Severe,Every day,False,False,No change,False,1,
SN0107-30319,N0107,2025-10-30,Peds,Night,12,3,8,1,0,False,False,F2845,Low,None,Every day,False,False,No change,True,2,
SN0016-31007,N0016,2025-11-06,Peds,Day,8,8,6,2,1,False,False,F2846,Medium,Moderate,Weekly,False,False,More,True,5,
SN0019-30207,N0019,2025-10-29,Surgery,Evening,8,5,8,1,1,False,False,F2847,Medium,None,Weekly,False,False,More,False,3,
SN0093-00619,N0093,2026-01-06,ED,Night,12,3,5,2,0,True,False,F2848,High,Moderate,Weekly,False,False,No change,False,1,
SN0143-31007,N0143,2025-11-06,Medical,Day,8,5,2,3,1,False,False,F2849,Medium,Severe,Never,False,False,No change,True,2,
SN0009-35007,N0009,2025-12-16,Surgery,Day,12,8,7,0,1,False,False,F2850,High,Severe,Never,False,False,Less,False,1,
SN0110-35807,N0110,2025-12-24,Peds,Night,8,4,6,0,0,False,False,F2851,Low,Moderate,Monthly,False,False,No change,False,3,
SN0081-34719,N0081,2025-12-13,Surgery,Night,12,5,3,0,0,False,False,F2852,Medium,None,Never,False,False,More,False,4,
SN0069-29319,N0069,2025-10-20,ED,Night,8,7,2,3,0,False,True,F2853,Medium,Moderate,Never,True,False,Less,True,2,
SN0007-29319,N0007,2025-10-20,Medical,Day,12,6,2,1,0,False,True,F2854,Medium,Severe,Weekly,False,False,More,False,4,
SN0032-34307,N0032,2025-12-09,Peds,Day,10,8,2,3,3,False,False,F2855,Low,None,Weekly,False,True,More,False,1,
SN0004-32219,N0004,2025-11-18,ICU,Day,12,8,5,1,0,True,False,F2856,High,None,Weekly,False,True,More,False,5,
SN0125-30707,N0125,2025-11-03,Peds,Evening,12,4,7,1,0,False,False,F2857,High,Moderate,Every day,False,True,No change,False,4,
SN0105-34507,N0105,2025-12-11,ICU,Night,12,4,2,1,1,False,False,F2858,Low,Moderate,Every day,True,False,No change,False,5,
SN0039-00207,N0039,2026-01-02,Medical,Night,12,6,2,1,0,False,False,F2859,Medium,Moderate,Every day,False,True,More,True,4,
SN0118-32719,N0118,2025-11-23,Peds,Night,12,2,7,1,2,False,False,F2860,Low,Moderate,Every day,True,True,No change,False,3,
SN0061-33119,N0061,2025-11-27,Peds,Day,10,5,6,1,0,False,False,F2861,High,Moderate,Every day,True,False,No change,False,2,
SN0110-00607,N0110,2026-01-06,ED,Day,8,4,3,0,2,False,False,F2862,Low,Moderate,Every day,True,False,No change,False,4,
SN0033-33319,N0033,2025-11-29,Medical,Day,12,4,4,1,0,False,False,F2863,Medium,Moderate,Never,False,False,More,False,3,
SN0061-32119,N0061,2025-11-17,ED,Night,10,7,9,0,3,True,False,F2864,Medium,Moderate,Every day,False,True,More,False,5,
SN0126-32319,N0126,2025-11-19,Peds,Day,12,3,4,2,0,False,False,F2865,High,None,Never,False,False,More,False,2,
SN0126-30419,N0126,2025-10-31,ED,Night,12,8,5,1,3,False,False,F2866,High,None,Every day,False,False,No change,True,3,
SN0104-34219,N0104,2025-12-08,Medical,Day,12,7,5,1,0,False,False,F2867,Medium,Moderate,Never,False,False,No change,False,1,
SN0059-34507,N0059,2025-12-11,Medical,Night,12,8,5,4,0,False,False,F2868,High,Severe,Every day,False,True,No change,False,3,
SN0140-28507,N0140,2025-10-12,Surgery,Evening,12,8,7,0,1,False,False,F2869,Low,Moderate,Never,False,True,More,True,4,
SN0077-30807,N0077,2025-11-04,Surgery,Day,12,6,4,2,1,False,False,F2870,High,None,Monthly,False,True,No change,True,1,
SN0065-32607,N0065,2025-11-22,Surgery,Day,8,5,8,0,2,False,False,F2871,Low,None,Monthly,True,True,Less,False,4,
SN0147-36019,N0147,2025-12-26,Peds,Day,12,8,9,0,1,False,False,F2872,Medium,Moderate,Monthly,True,False,More,False,5,
SN0070-33519,N0070,2025-12-01,Peds,Night,8,6,8,2,1,False,False,F2873,Low,Moderate,Monthly,False,False,No change,False,4,
SN0117-34207,N0117,2025-12-08,Peds,Day,8,4,1,4,0,False,False,F2874,Medium,None,Weekly,False,False,More,False,2,
SN0124-36419,N0124,2025-12-30,Surgery,Day,8,2,3,0,0,False,False,F2875,High,None,Every day,False,False,No change,False,5,
SN0015-34407,N0015,2025-12-10,ICU,Night,12,8,10,1,0,False,False,F2876,Medium,None,Every day,True,False,More,True,1,
SN0092-00619,N0092,2026-01-06,ICU,Day,12,4,3,0,0,False,False,F2877,High,None,Never,False,True,Less,True,3,
SN0067-32419,N0067,2025-11-20,Peds,Night,12,5,1,1,1,True,False,F2878,Medium,Moderate,Monthly,True,True,More,False,3,
SN0030-34307,N0030,2025-12-09,ICU,Night,8,8,4,0,0,False,False,F2879,Low,Severe,Monthly,False,False,No change,True,2,
SN0052-33707,N0052,2025-12-03,Peds,Night,8,3,9,0,0,False,False,F2880,Medium,None,Every day,False,False,More,True,3,
SN0026-33607,N0026,2025-12-02,Surgery,Day,10,2,1,1,2,False,True,F2881,Low,None,Weekly,False,False,More,True,2,
SN0098-34107,N0098,2025-12-07,Medical,Evening,8,8,3,2,0,False,False,F2882,Medium,Moderate,Weekly,False,True,No change,False,4,
SN0023-30007,N0023,2025-10-27,ICU,Day,12,6,8,6,1,False,False,F2883,Medium,Moderate,Every day,False,False,More,False,4,
SN0102-34407,N0102,2025-12-10,ED,Night,12,6,8,1,1,False,False,F2884,Low,None,Weekly,False,False,More,False,3,
SN0106-32307,N0106,2025-11-19,Surgery,Evening,8,5,8,0,0,False,False,F2885,Low,Moderate,Weekly,True,False,More,False,3,
SN0058-34807,N0058,2025-12-14,ED,Night,12,3,6,0,0,False,False,F2886,Medium,Severe,Weekly,False,False,More,False,2,
SN0135-31807,N0135,2025-11-14,Medical,Day,8,8,5,1,1,False,False,F2887,Medium,None,Monthly,False,False,No change,False,5,
SN0110-28707,N0110,2025-10-14,Surgery,Night,12,2,4,1,0,False,False,F2888,Medium,Moderate,Never,False,False,More,False,3,
SN0031-29707,N0031,2025-10-24,ICU,Day,12,7,8,4,0,False,False,F2889,High,Moderate,Monthly,False,True,More,False,5,
SN0132-31007,N0132,2025-11-06,Peds,Day,8,3,3,1,2,False,False,F2890,Low,None,Every day,False,False,No change,False,1,
SN0111-34307,N0111,2025-12-09,Surgery,Night,12,6,8,0,1,True,False,F2891,Low,Moderate,Every day,True,True,More,False,3,
SN0146-00207,N0146,2026-01-02,Medical,Day,12,6,3,3,0,True,False,F2892,Medium,Moderate,Every day,False,False,More,False,1,
SN0117-28907,N0117,2025-10-16,Surgery,Night,8,2,8,3,1,False,False,F2893,Low,Moderate,Never,False,False,More,False,3,
SN0116-30807,N0116,2025-11-04,Peds,Day,12,5,7,1,0,False,False,F2894,Medium,None,Every day,False,False,More,True,1,
SN0145-35819,N0145,2025-12-24,Peds,Night,12,2,10,2,0,True,True,F2895,Medium,Moderate,Weekly,False,False,More,False,1,
SN0126-35907,N0126,2025-12-25,Peds,Day,10,3,6,3,3,False,False,F2896,Low,Moderate,Every day,False,False,No change,True,3,
SN0028-31807,N0028,2025-11-14,ED,Evening,12,4,4,1,0,False,False,F2897,Medium,Moderate,Weekly,False,True,No change,False,2,
SN0111-31219,N0111,2025-11-08,Medical,Day,8,5,7,0,1,False,False,F2898,High,Moderate,Every day,False,False,No change,True,1,
SN0148-34607,N0148,2025-12-12,Surgery,Day,12,6,9,1,1,False,False,F2899,Low,Moderate,Never,False,False,No change,False,3,
SN0009-33519,N0009,2025-12-01,Peds,Night,8,3,2,1,0,False,False,F2900,Low,Severe,Weekly,False,True,More,True,4,
SN0022-32107,N0022,2025-11-17,ED,Day,12,4,5,1,0,False,False,F2901,Medium,Moderate,Weekly,True,True,Less,False,4,
SN0007-29807,N0007,2025-10-25,Surgery,Night,12,3,8,1,0,False,False,F2902,Low,Moderate,Monthly,False,True,More,True,1,
SN0100-29619,N0100,2025-10-23,ICU,Day,8,7,4,0,4,False,False,F2903,Medium,Moderate,Every day,False,True,More,True,4,
SN0118-29219,N0118,2025-10-19,Surgery,Day,12,8,1,0,0,False,False,F2904,Medium,Moderate,Every day,False,True,More,True,2,
SN0125-29307,N0125,2025-10-20,ICU,Evening,12,7,1,1,0,False,False,F2905,Low,Severe,Weekly,True,False,More,True,2,
SN0139-32107,N0139,2025-11-17,ICU,Night,12,6,5,2,0,True,False,F2906,Medium,Moderate,Weekly,True,False,No change,True,4,
SN0006-35207,N0006,2025-12-18,Peds,Night,12,8,10,0,1,False,False,F2907,High,None,Weekly,False,True,No change,True,4,
SN0024-28619,N0024,2025-10-13,Peds,Day,12,3,9,0,0,False,False,F2908,High,None,Weekly,False,False,No change,True,3,
SN0132-33419,N0132,2025-11-30,ICU,Night,12,7,4,1,1,False,False,F2909,Medium,Severe,Monthly,False,False,More,False,2,
SN0111-34619,N0111,2025-12-12,Medical,Day,12,4,10,0,0,False,False,F2910,Medium,None,Monthly,False,False,More,True,3,
SN0061-34907,N0061,2025-12-15,Surgery,Night,8,2,6,0,2,False,False,F2911,Medium,Moderate,Never,False,True,No change,True,2,
SN0087-29807,N0087,2025-10-25,ED,Night,12,7,10,1,1,False,False,F2912,High,Moderate,Never,False,False,No change,True,2,
SN0034-00107,N0034,2026-01-01,Medical,Night,12,8,4,3,1,False,False,F2913,Medium,Moderate,Weekly,False,False,More,False,5,
SN0074-30607,N0074,2025-11-02,ICU,Day,8,5,6,1,0,False,False,F2914,Low,Moderate,Every day,False,False,More,True,2,
SN0102-35119,N0102,2025-12-17,ICU,Night,12,3,7,0,0,False,False,F2915,Medium,None,Every day,False,True,No change,False,1,
SN0033-34907,N0033,2025-12-15,ICU,Day,12,2,6,0,2,False,False,F2916,Low,Severe,Weekly,True,True,More,True,1,
SN0079-29207,N0079,2025-10-19,ED,Day,12,8,4,2,1,False,False,F2917,Low,Moderate,Weekly,True,False,More,False,1,
SN0149-32307,N0149,2025-11-19,ICU,Night,12,2,1,0,0,True,False,F2918,Low,Moderate,Every day,False,False,More,False,4,
SN0031-34519,N0031,2025-12-11,Surgery,Evening,12,5,4,1,0,False,False,F2919,Medium,None,Every day,False,True,More,False,3,
SN0098-34007,N0098,2025-12-06,Surgery,Night,8,6,9,1,0,False,False,F2920,High,None,Every day,False,False,More,True,5,
SN0109-35319,N0109,2025-12-19,Peds,Day,12,8,8,0,1,False,False,F2921,Medium,None,Every day,True,False,No change,False,1,
SN0122-28407,N0122,2025-10-11,ED,Night,8,3,7,3,0,False,False,F2922,High,Moderate,Never,True,False,More,False,4,
SN0003-32207,N0003,2025-11-18,ED,Night,12,8,4,1,1,False,False,F2923,Medium,None,Monthly,False,False,More,False,3,
SN0051-35919,N0051,2025-12-25,Peds,Day,8,5,6,0,1,False,False,F2924,Low,None,Every day,False,False,More,False,4,
SN0067-34619,N0067,2025-12-12,Medical,Day,12,7,1,1,1,False,False,F2925,Medium,None,Never,False,False,No change,False,4,
SN0131-31207,N0131,2025-11-08,ED,Day,12,6,4,1,2,False,False,F2926,Medium,Moderate,Every day,False,False,More,True,3,
SN0148-29219,N0148,2025-10-19,Medical,Day,12,7,7,0,0,False,False,F2927,Medium,Moderate,Weekly,False,False,No change,True,3,
SN0058-35119,N0058,2025-12-17,Medical,Night,12,7,1,1,0,False,False,F2928,Medium,Moderate,Every day,True,False,No change,True,2,
SN0139-29607,N0139,2025-10-23,Surgery,Day,12,8,9,1,0,False,False,F2929,High,Moderate,Every day,False,True,More,False,2,
SN0067-30119,N0067,2025-10-28,Peds,Night,12,7,4,0,0,False,False,F2930,Low,Severe,Monthly,False,True,More,True,1,
SN0068-30219,N0068,2025-10-29,Surgery,Evening,12,3,9,0,0,False,False,F2931,Medium,Severe,Never,False,True,More,False,1,
SN0136-34807,N0136,2025-12-14,Medical,Night,12,5,4,1,0,False,False,F2932,Low,Moderate,Monthly,False,True,More,False,2,
SN0054-29919,N0054,2025-10-26,Peds,Day,12,5,7,0,0,False,False,F2933,Low,Moderate,Every day,True,False,More,False,3,
SN0060-30807,N0060,2025-11-04,Peds,Day,12,8,10,1,0,False,False,F2934,Low,Moderate,Monthly,False,False,Less,False,4,
SN0082-31307,N0082,2025-11-09,Medical,Night,12,3,7,3,2,False,False,F2935,High,None,Every day,False,True,No change,True,2,
SN0115-30507,N0115,2025-11-01,ED,Day,12,7,1,1,0,False,True,F2936,Low,Moderate,Weekly,False,False,No change,False,1,
SN0085-35907,N0085,2025-12-25,ED,Night,12,3,8,2,0,True,False,F2937,Medium,Moderate,Weekly,False,True,More,False,1,
SN0049-29019,N0049,2025-10-17,ICU,Day,12,8,5,1,1,False,False,F2938,Medium,Moderate,Every day,False,True,More,False,2,
SN0113-31007,N0113,2025-11-06,Peds,Day,12,5,2,1,1,True,False,F2939,Low,Moderate,Every day,True,False,More,False,2,
SN0146-29519,N0146,2025-10-22,Medical,Night,12,7,3,1,2,False,False,F2940,Low,Moderate,Every day,False,False,Less,True,5,
SN0077-32207,N0077,2025-11-18,ED,Day,10,3,7,0,0,False,False,F2941,Low,None,Every day,False,True,More,False,5,
SN0127-32507,N0127,2025-11-21,ED,Evening,12,4,1,0,0,False,False,F2942,Medium,Moderate,Weekly,False,True,Less,True,2,
SN0130-35207,N0130,2025-12-18,ICU,Night,12,8,7,1,0,True,False,F2943,Medium,Severe,Every day,False,False,More,False,4,
SN0069-30319,N0069,2025-10-30,Surgery,Day,8,5,6,1,0,False,False,F2944,Medium,Moderate,Weekly,False,False,Less,False,5,
SN0144-32319,N0144,2025-11-19,Surgery,Night,10,7,4,0,0,False,False,F2945,Medium,None,Every day,True,False,No change,False,3,
SN0055-29719,N0055,2025-10-24,Surgery,Night,12,4,6,1,1,False,False,F2946,High,Moderate,Monthly,False,True,No change,True,3,
SN0089-34219,N0089,2025-12-08,Surgery,Night,8,7,5,0,1,False,False,F2947,Medium,Moderate,Every day,False,False,No change,True,4,
SN0012-28807,N0012,2025-10-15,Surgery,Night,12,7,1,2,0,False,False,F2948,Medium,Moderate,Monthly,False,False,More,False,5,
SN0101-29907,N0101,2025-10-26,ED,Day,12,2,1,2,3,False,False,F2949,Medium,None,Every day,False,False,No change,False,2,
SN0054-34407,N0054,2025-12-10,Peds,Day,12,8,10,1,0,False,False,F2950,Medium,Moderate,Monthly,True,False,More,False,3,
SN0064-31307,N0064,2025-11-09,ED,Day,12,3,7,0,1,False,False,F2951,Medium,Moderate,Every day,False,True,No change,False,4,
SN0144-34919,N0144,2025-12-15,ED,Day,12,3,1,0,1,False,False,F2952,Medium,None,Monthly,True,True,More,False,3,
SN0097-30119,N0097,2025-10-28,Surgery,Night,12,7,9,1,0,False,False,F2953,Low,None,Weekly,False,False,No change,False,2,
SN0066-29319,N0066,2025-10-20,Medical,Day,8,5,6,2,0,True,False,F2954,Low,Moderate,Weekly,False,False,More,False,4,
SN0082-30507,N0082,2025-11-01,Surgery,Day,8,8,4,0,0,False,False,F2955,Medium,Severe,Weekly,False,False,More,False,5,
SN0060-29319,N0060,2025-10-20,ED,Evening,8,5,1,1,0,False,False,F2956,Low,Moderate,Monthly,False,False,More,False,5,
SN0101-36419,N0101,2025-12-30,ICU,Day,12,4,2,1,0,False,False,F2957,Medium,Moderate,Weekly,False,False,More,False,5,
SN0099-34319,N0099,2025-12-09,Peds,Night,12,6,2,4,2,True,False,F2958,High,Moderate,Never,False,False,More,False,2,
SN0089-32119,N0089,2025-11-17,Peds,Night,8,6,4,0,1,False,False,F2959,Medium,Moderate,Monthly,False,True,No change,False,3,
SN0040-35819,N0040,2025-12-24,Medical,Night,12,3,3,1,1,False,False,F2960,Low,Moderate,Every day,True,True,More,False,3,
SN0018-32219,N0018,2025-11-18,ED,Day,8,6,4,0,1,False,False,F2961,Low,Moderate,Weekly,False,False,More,False,4,
SN0149-31007,N0149,2025-11-06,ED,Day,12,5,1,0,1,False,False,F2962,High,Moderate,Weekly,False,False,No change,False,2,
SN0149-34807,N0149,2025-12-14,ICU,Evening,12,8,2,2,0,False,False,F2963,Low,None,Every day,False,True,More,True,4,
SN0037-35419,N0037,2025-12-20,Surgery,Night,10,6,9,0,0,False,False,F2964,Low,Moderate,Monthly,False,True,More,False,2,
SN0026-30519,N0026,2025-11-01,Surgery,Night,12,2,10,1,1,False,False,F2965,Medium,Severe,Weekly,False,False,More,False,1,
SN0056-33607,N0056,2025-12-02,Surgery,Night,12,2,3,2,2,False,False,F2966,Medium,Moderate,Weekly,False,False,More,True,1,
SN0020-00507,N0020,2026-01-05,Peds,Night,8,6,4,1,0,False,False,F2967,High,None,Weekly,False,True,No change,False,1,
SN0145-00507,N0145,2026-01-05,ED,Day,12,4,8,0,1,False,False,F2968,Medium,Moderate,Every day,False,False,More,False,2,
SN0020-32707,N0020,2025-11-23,Peds,Night,12,3,1,2,2,False,False,F2969,High,Severe,Weekly,False,False,More,True,5,
SN0038-36407,N0038,2025-12-30,Medical,Day,12,3,4,0,2,False,False,F2970,High,Severe,Every day,False,False,More,False,2,
SN0056-34119,N0056,2025-12-07,ED,Night,12,3,5,1,0,False,False,F2971,Low,Severe,Every day,True,False,More,True,1,
SN0084-34119,N0084,2025-12-07,Surgery,Night,8,5,8,0,2,False,False,F2972,Low,Moderate,Never,True,True,More,False,4,
SN0095-31119,N0095,2025-11-07,ICU,Night,10,4,7,2,0,False,False,F2973,High,Severe,Every day,True,False,More,False,4,
SN0067-29819,N0067,2025-10-25,Medical,Evening,12,7,1,0,0,False,False,F2974,Medium,None,Every day,False,False,More,False,3,
SN0043-35619,N0043,2025-12-22,ED,Night,12,6,9,0,1,False,False,F2975,Low,None,Weekly,False,False,More,False,2,
SN0149-29307,N0149,2025-10-20,ICU,Night,12,5,9,2,0,False,False,F2976,Medium,Moderate,Every day,True,False,More,False,1,
SN0029-32319,N0029,2025-11-19,ICU,Day,12,5,1,0,1,False,False,F2977,Medium,None,Monthly,False,False,More,False,3,
SN0085-34819,N0085,2025-12-14,Peds,Day,8,5,4,1,2,False,False,F2978,Medium,None,Every day,False,False,No change,False,2,
SN0031-34419,N0031,2025-12-10,Peds,Night,8,2,10,4,0,False,False,F2979,High,Moderate,Weekly,False,False,More,False,5,
SN0019-32107,N0019,2025-11-17,ED,Night,12,2,10,2,0,False,False,F2980,High,Moderate,Weekly,True,False,No change,True,5,
SN0097-33907,N0097,2025-12-05,Surgery,Night,12,7,2,0,1,False,False,F2981,Medium,None,Weekly,False,False,No change,False,4,
SN0038-32819,N0038,2025-11-24,Surgery,Day,12,5,1,2,1,False,False,F2982,Medium,Moderate,Every day,False,False,More,False,2,
SN0012-32819,N0012,2025-11-24,ED,Day,8,2,10,0,1,False,False,F2983,Low,Moderate,Monthly,False,True,More,True,4,
SN0112-28707,N0112,2025-10-14,Medical,Day,10,4,7,3,1,False,False,F2984,Medium,None,Never,False,False,Less,True,2,
SN0041-33319,N0041,2025-11-29,Surgery,Night,8,8,3,2,0,False,False,F2985,Medium,Severe,Every day,False,False,More,False,2,
SN0063-32219,N0063,2025-11-18,ED,Evening,12,8,1,1,1,False,False,F2986,High,Moderate,Every day,False,True,No change,False,5,
SN0115-36307,N0115,2025-12-29,ICU,Night,12,8,8,1,2,False,False,F2987,High,Moderate,Weekly,False,False,No change,True,1,
SN0112-34519,N0112,2025-12-11,Surgery,Evening,12,8,8,0,1,False,False,F2988,Low,None,Weekly,False,False,More,False,5,
SN0142-30619,N0142,2025-11-02,Peds,Day,8,8,10,2,0,False,False,F2989,High,None,Never,True,False,More,False,5,
SN0142-32007,N0142,2025-11-16,ED,Day,12,3,1,0,0,False,False,F2990,Medium,Moderate,Weekly,False,True,More,True,1,
SN0090-34907,N0090,2025-12-15,Surgery,Day,12,8,1,0,1,False,False,F2991,Medium,None,Monthly,False,False,No change,True,2,
SN0127-35407,N0127,2025-12-20,Peds,Day,12,3,2,1,2,False,False,F2992,Low,None,Weekly,False,False,No change,True,3,
SN0122-00219,N0122,2026-01-02,Medical,Night,12,2,1,1,0,False,False,F2993,Medium,Severe,Every day,False,True,No change,True,3,
SN0095-00607,N0095,2026-01-06,ED,Night,10,3,9,0,0,False,False,F2994,High,None,Monthly,False,True,Less,False,5,
SN0078-33919,N0078,2025-12-05,Surgery,Day,12,2,5,1,1,False,False,F2995,Medium,Moderate,Every day,False,False,Less,False,5,
SN0041-30407,N0041,2025-10-31,Surgery,Evening,12,6,7,1,2,False,False,F2996,Medium,Moderate,Every day,False,False,More,False,4,
SN0116-36019,N0116,2025-12-26,ICU,Day,12,2,3,0,1,False,False,F2997,Medium,None,Weekly,False,False,No change,True,1,
SN0035-35919,N0035,2025-12-25,ICU,Night,12,5,4,0,2,True,False,F2998,Medium,Moderate,Monthly,False,False,More,False,3,
SN0023-30607,N0023,2025-11-02,ICU,Day,12,2,3,0,0,False,False,F2999,Low,Moderate,Every day,False,True,More,False,4,
SN0114-33319,N0114,2025-11-29,Surgery,Night,12,5,2,0,0,False,False,F3000,Low,Moderate,Every day,False,True,No change,True,5,
SN0030-33707,N0030,2025-12-03,ICU,Night,12,7,7,0,0,False,False,F3001,Low,Moderate,Monthly,False,True,No change,True,2,
SN0073-34119,N0073,2025-12-07,Medical,Day,12,6,4,0,1,False,False,F3002,Low,None,Every day,False,False,More,True,4,
SN0142-31107,N0142,2025-11-07,Peds,Day,12,4,2,2,0,False,False,F3003,Medium,Moderate,Never,False,False,More,False,2,
SN0120-31007,N0120,2025-11-06,Peds,Day,12,5,5,2,0,False,False,F3004,Medium,None,Weekly,True,True,No change,False,4,
SN0077-00219,N0077,2026-01-02,ICU,Night,12,5,6,1,0,False,False,F3005,High,Moderate,Every day,True,False,More,True,4,
SN0036-33807,N0036,2025-12-04,Peds,Day,12,8,4,2,1,False,False,F3006,Medium,Moderate,Never,False,True,More,False,3,
SN0054-31819,N0054,2025-11-14,Peds,Day,12,4,4,0,1,False,False,F3007,Medium,None,Never,False,False,More,True,5,
SN0010-28219,N0010,2025-10-09,Peds,Day,12,4,5,1,1,False,False,F3008,Medium,Moderate,Never,False,False,Less,True,1,
SN0089-29107,N0089,2025-10-18,ICU,Day,12,8,3,1,0,False,False,F3009,Medium,Moderate,Every day,False,False,No change,False,3,
SN0129-35519,N0129,2025-12-21,Medical,Day,12,3,1,1,0,False,False,F3010,High,None,Weekly,False,False,More,False,1,
SN0062-34507,N0062,2025-12-11,Medical,Night,12,7,6,0,1,False,False,F3011,High,None,Never,True,False,More,False,3,
SN0015-35319,N0015,2025-12-19,ED,Evening,8,3,2,1,0,False,False,F3012,Medium,Severe,Weekly,False,False,More,False,2,
SN0098-34507,N0098,2025-12-11,ICU,Day,12,7,9,2,0,False,False,F3013,Medium,Moderate,Never,True,True,More,True,1,
SN0027-00307,N0027,2026-01-03,Peds,Night,12,3,7,3,0,False,False,F3014,High,Moderate,Monthly,False,False,No change,False,2,
SN0015-28119,N0015,2025-10-08,Surgery,Evening,12,4,6,1,0,False,False,F3015,Low,Moderate,Every day,False,False,Less,True,2,
SN0082-28319,N0082,2025-10-10,ED,Night,12,3,1,1,1,False,False,F3016,Medium,Moderate,Never,False,False,No change,True,2,
SN0074-31419,N0074,2025-11-10,Surgery,Night,12,4,7,2,0,False,False,F3017,Medium,Moderate,Weekly,False,True,More,True,4,
SN0132-30207,N0132,2025-10-29,Surgery,Day,12,5,4,1,1,False,False,F3018,Medium,Moderate,Monthly,False,False,More,True,3,
SN0064-00519,N0064,2026-01-05,Peds,Day,12,3,3,1,1,False,False,F3019,High,None,Never,False,True,No change,True,3,
SN0003-36319,N0003,2025-12-29,Peds,Night,12,7,9,2,2,False,False,F3020,Low,Moderate,Every day,True,False,Less,True,4,
SN0114-36119,N0114,2025-12-27,Surgery,Night,12,8,10,2,0,False,False,F3021,Medium,None,Weekly,False,False,More,False,2,
SN0090-30319,N0090,2025-10-30,ED,Night,12,7,5,1,1,False,False,F3022,Low,Moderate,Every day,False,False,No change,False,4,
SN0041-33107,N0041,2025-11-27,Medical,Day,12,5,7,0,2,False,False,F3023,Low,Severe,Every day,False,True,More,False,3,
SN0046-33407,N0046,2025-11-30,Medical,Day,10,8,7,0,2,False,False,F3024,Medium,Moderate,Never,False,False,More,False,5,
SN0140-29607,N0140,2025-10-23,Peds,Day,12,3,5,0,1,True,False,F3025,Medium,Moderate,Never,True,False,More,False,1,
SN0103-29919,N0103,2025-10-26,ED,Night,12,6,9,1,1,False,False,F3026,High,Severe,Every day,False,False,More,True,5,
SN0067-34907,N0067,2025-12-15,Peds,Day,12,7,6,1,1,False,False,F3027,Low,None,Monthly,False,False,More,False,2,
SN0020-28819,N0020,2025-10-15,Surgery,Night,12,2,9,0,1,False,False,F3028,Low,Moderate,Weekly,False,False,No change,False,5,
SN0040-33607,N0040,2025-12-02,Peds,Day,8,3,3,1,0,False,False,F3029,Medium,Moderate,Every day,False,False,No change,True,4,
SN0002-31307,N0002,2025-11-09,ICU,Evening,12,4,5,0,0,False,False,F3030,Medium,Moderate,Monthly,False,False,More,False,4,
SN0135-32719,N0135,2025-11-23,Peds,Night,8,2,2,1,1,False,False,F3031,Low,Moderate,Every day,False,True,More,False,1,
SN0149-29007,N0149,2025-10-17,ICU,Night,8,4,2,1,0,False,False,F3032,High,None,Every day,False,False,No change,True,2,
SN0003-29707,N0003,2025-10-24,Surgery,Night,12,7,6,2,0,False,False,F3033,Medium,Moderate,Weekly,False,False,More,True,3,
SN0049-33019,N0049,2025-11-26,Surgery,Day,8,3,9,2,0,False,False,F3034,Medium,Moderate,Weekly,False,False,Less,False,1,
SN0088-28107,N0088,2025-10-08,Medical,Day,12,8,2,1,0,False,False,F3035,Medium,None,Monthly,False,False,No change,True,2,
SN0119-32919,N0119,2025-11-25,ICU,Day,10,5,1,1,2,False,False,F3036,Medium,None,Weekly,True,True,No change,False,3,
SN0131-35207,N0131,2025-12-18,Surgery,Night,12,3,10,0,0,False,True,F3037,High,Moderate,Monthly,False,False,No change,False,1,
SN0020-34107,N0020,2025-12-07,Medical,Night,12,4,10,3,1,False,False,F3038,High,Moderate,Monthly,False,False,Less,False,4,
SN0114-36107,N0114,2025-12-27,Medical,Night,8,7,7,0,0,False,False,F3039,Medium,Moderate,Weekly,False,False,No change,False,5,
SN0063-29119,N0063,2025-10-18,Medical,Night,12,3,10,2,1,False,False,F3040,Medium,Moderate,Monthly,False,False,More,True,5,
SN0060-35719,N0060,2025-12-23,ICU,Night,12,2,6,1,0,False,False,F3041,Low,None,Weekly,False,False,No change,False,1,
SN0097-33119,N0097,2025-11-27,Peds,Night,12,3,3,2,1,False,False,F3042,Low,Severe,Every day,False,False,More,False,2,
SN0130-33719,N0130,2025-12-03,Surgery,Night,12,6,7,1,0,True,False,F3043,Low,Moderate,Weekly,False,False,Less,False,2,
SN0072-31619,N0072,2025-11-12,Medical,Night,12,2,9,1,0,False,False,F3044,Low,Severe,Every day,False,False,Less,False,3,
SN0082-34107,N0082,2025-12-07,ED,Night,12,3,10,1,1,False,False,F3045,Low,Moderate,Every day,True,False,No change,True,1,
SN0061-32907,N0061,2025-11-25,ICU,Day,12,7,1,2,0,False,False,F3046,Medium,Moderate,Every day,False,False,More,False,1,
SN0120-29007,N0120,2025-10-17,ED,Day,12,4,1,0,0,False,False,F3047,Medium,Moderate,Never,True,False,More,True,2,
SN0032-34407,N0032,2025-12-10,ED,Evening,12,7,5,3,0,False,False,F3048,Medium,Severe,Never,True,False,More,False,5,
SN0095-28907,N0095,2025-10-16,ED,Night,12,6,1,1,0,False,False,F3049,Low,Severe,Every day,False,True,More,False,1,
