shift_id,nurse_id,date,unit,shift_type,hours,patients,acuity,admissions,discharges,overtime,call_in
SN0074-30107,N0074,2025-10-28,Surgery,Night,12,2,1,0,1,False,False
SN0074-29519,N0074,2025-10-22,ICU,Evening,12,5,3,0,2,False,False
SN0074-29519,N0074,2025-10-22,Peds,Day,12,8,1,1,1,False,False
SN0074-30607,N0074,2025-11-02,ICU,Day,8,5,6,1,0,False,False
SN0074-30607,N0074,2025-11-02,Medical,Night,8,6,8,1,0,False,False
SN0074-30819,N0074,2025-11-04,Peds,Day,10,4,2,2,0,True,False
SN0074-30319,N0074,2025-10-30,Peds,Day,10,7,6,1,0,False,False
SN0074-31119,N0074,2025-11-07,Peds,Night,12,4,10,0,0,False,False
SN0074-31519,N0074,2025-11-11,Peds,Day,8,5,7,0,1,False,False
SN0074-31219,N0074,2025-11-08,ED,Day,12,6,9,2,0,False,False
SN0074-31219,N0074,2025-11-08,Peds,Day,8,8,4,1,1,False,False
SN0074-31419,N0074,2025-11-10,Surgery,Night,12,4,7,2,0,False,False
SN0074-31319,N0074,2025-11-09,ED,Day,12,7,1,2,1,False,False
SN0074-31819,N0074,2025-11-14,Medical,Day,12,8,1,0,1,False,False
SN0074-32007,N0074,2025-11-16,ICU,Day,12,5,4,1,1,False,False
SN0074-31919,N0074,2025-11-15,ICU,Night,12,8,10,2,1,True,False
SN0074-31607,N0074,2025-11-12,Surgery,Night,12,8,7,0,0,True,False
SN0074-31807,N0074,2025-11-14,Surgery,Day,12,2,9,4,0,False,False
SN0074-31607,N0074,2025-11-12,Surgery,Night,12,8,2,0,0,False,False
SN0074-32907,N0074,2025-11-25,Medical,Night,12,8,6,0,0,False,False
SN0074-32307,N0074,2025-11-19,Peds,Day,8,4,8,2,1,True,False
SN0074-32307,N0074,2025-11-19,Medical,Day,12,3,10,0,1,False,False
SN0074-32807,N0074,2025-11-24,Peds,Night,8,7,2,0,1,False,False
SN0074-32519,N0074,2025-11-21,ICU,Day,12,4,6,1,0,False,False
SN0074-33519,N0074,2025-12-01,ICU,Evening,12,5,1,0,1,False,False
SN0074-33507,N0074,2025-12-01,Surgery,Evening,12,4,7,1,0,False,False
SN0074-33619,N0074,2025-12-02,Surgery,Day,12,7,10,3,0,False,False
SN0074-33307,N0074,2025-11-29,Surgery,Day,12,2,6,0,1,False,False
SN0074-33607,N0074,2025-12-02,ED,Day,8,5,6,2,1,False,False
SN0074-33007,N0074,2025-11-26,Peds,Day,12,8,6,0,0,False,False
SN0074-34107,N0074,2025-12-07,Peds,Night,8,6,3,0,0,False,False
SN0074-33707,N0074,2025-12-03,Medical,Day,10,7,4,1,1,False,False
SN0074-34307,N0074,2025-12-09,ED,Day,12,8,8,0,1,False,False
SN0074-33719,N0074,2025-12-03,ED,Night,12,4,4,1,0,False,False
SN0074-34107,N0074,2025-12-07,ICU,Day,12,8,9,2,0,False,False
SN0074-33819,N0074,2025-12-04,Medical,Night,8,5,9,1,0,False,False
SN0074-35019,N0074,2025-12-16,ED,Day,12,7,1,0,1,False,False
SN0074-34919,N0074,2025-12-15,ICU,Evening,12,2,3,1,1,False,False
SN0074-34619,N0074,2025-12-12,Medical,Night,12,5,3,0,2,False,False
SN0074-35319,N0074,2025-12-19,ED,Day,12,8,5,2,0,False,False
SN0074-35707,N0074,2025-12-23,Medical,Evening,12,4,3,1,1,False,False
SN0074-35519,N0074,2025-12-21,Medical,Night,12,6,9,0,1,False,False
SN0074-35207,N0074,2025-12-18,ICU,Night,12,5,5,1,0,False,False
SN0074-35219,N0074,2025-12-18,ICU,Day,12,5,1,0,0,False,False
SN0074-35907,N0074,2025-12-25,ED,Night,12,5,2,1,0,False,False
SN0074-36107,N0074,2025-12-27,ED,Day,10,7,4,0,0,False,False
SN0074-35907,N0074,2025-12-25,ED,Day,12,7,7,2,0,False,False
SN0074-00407,N0074,2026-01-04,ICU,Evening,12,2,10,2,0,False,False
SN0074-36519,N0074,2025-12-31,Surgery,Day,8,5,5,0,1,False,False
SN0074-00407,N0074,2026-01-04,ICU,Evening,8,6,8,1,0,False,False
SN0074-00407,N0074,2026-01-04,ICU,Day,8,8,1,1,0,False,False
SN0074-00519,N0074,2026-01-05,Medical,Day,12,4,3,0,1,False,False
SN0074-00407,N0074,2026-01-04,ED,Day,12,3,2,0,0,False,False
SN0075-28319,N0075,2025-10-10,Peds,Evening,8,5,9,2,2,False,False
SN0075-28419,N0075,2025-10-11,Peds,Day,12,2,6,0,1,False,False
SN0075-28307,N0075,2025-10-10,ICU,Evening,12,5,9,0,0,False,False
SN0075-28319,N0075,2025-10-10,ICU,Day,8,4,4,3,1,False,False
SN0075-28407,N0075,2025-10-11,Medical,Day,12,5,3,0,1,False,False
SN0075-28719,N0075,2025-10-14,Surgery,Day,12,5,6,0,0,True,False
SN0075-29107,N0075,2025-10-18,ICU,Night,12,5,2,0,1,False,False
SN0075-29319,N0075,2025-10-20,Surgery,Day,12,3,2,3,1,False,False
SN0075-29307,N0075,2025-10-20,Medical,Night,12,5,7,1,0,False,False
SN0075-29419,N0075,2025-10-21,ED,Night,8,5,3,0,2,False,False
SN0075-29207,N0075,2025-10-19,Medical,Evening,8,3,7,1,2,False,True
SN0075-29307,N0075,2025-10-20,Surgery,Evening,12,4,10,0,1,False,False
SN0075-30007,N0075,2025-10-27,Surgery,Day,12,7,4,0,1,False,False
SN0075-29519,N0075,2025-10-22,ED,Night,12,6,4,1,0,False,False
SN0075-30119,N0075,2025-10-28,Peds,Night,12,7,5,0,4,False,False
SN0075-29919,N0075,2025-10-26,ICU,Day,10,6,6,1,0,False,False
SN0075-30019,N0075,2025-10-27,Peds,Night,12,7,6,1,3,False,False
SN0075-30319,N0075,2025-10-30,Surgery,Night,12,4,10,0,1,False,False
SN0075-30807,N0075,2025-11-04,Surgery,Day,12,8,8,1,0,False,False
SN0075-30407,N0075,2025-10-31,Medical,Night,8,7,8,2,2,False,False
SN0075-30819,N0075,2025-11-04,Medical,Day,10,4,6,3,0,False,False
SN0075-31507,N0075,2025-11-11,Peds,Day,12,3,4,1,1,False,False
SN0075-31307,N0075,2025-11-09,ED,Day,12,3,10,0,3,True,False
SN0075-31307,N0075,2025-11-09,Peds,Night,12,8,2,1,1,False,False
SN0075-32019,N0075,2025-11-16,ICU,Day,12,5,5,0,0,False,False
SN0075-31719,N0075,2025-11-13,ICU,Evening,12,6,2,1,0,False,False
SN0075-32007,N0075,2025-11-16,Peds,Night,12,5,5,0,1,True,False
SN0075-31619,N0075,2025-11-12,ICU,Day,12,8,6,1,0,False,False
SN0075-32119,N0075,2025-11-17,ICU,Day,12,4,4,3,0,False,False
SN0075-32419,N0075,2025-11-20,ICU,Night,12,4,1,1,1,True,False
SN0075-32407,N0075,2025-11-20,Surgery,Day,8,2,4,1,1,False,False
SN0075-32819,N0075,2025-11-24,ED,Night,12,8,5,3,0,False,False
SN0075-32407,N0075,2025-11-20,ICU,Evening,12,5,9,1,2,False,False
SN0075-32807,N0075,2025-11-24,ICU,Night,12,3,1,0,0,False,False
SN0075-33007,N0075,2025-11-26,Medical,Day,12,3,9,1,1,False,False
SN0075-33407,N0075,2025-11-30,Surgery,Day,12,2,9,1,1,False,False
SN0075-33519,N0075,2025-12-01,Surgery,Day,12,5,8,0,0,False,False
SN0075-33407,N0075,2025-11-30,Surgery,Night,12,3,3,2,0,True,False
SN0075-33319,N0075,2025-11-29,ICU,Night,12,2,2,0,0,False,False
SN0075-33507,N0075,2025-12-01,ED,Day,12,5,9,2,5,False,False
SN0075-34319,N0075,2025-12-09,Medical,Day,8,3,4,2,0,False,False
SN0075-34319,N0075,2025-12-09,ED,Night,12,4,8,1,1,False,False
SN0075-33719,N0075,2025-12-03,ED,Night,12,7,7,0,0,False,False
SN0075-33907,N0075,2025-12-05,Peds,Night,12,5,5,1,0,False,False
SN0075-33807,N0075,2025-12-04,Surgery,Night,8,6,8,3,0,False,False
SN0075-33707,N0075,2025-12-03,Medical,Night,12,8,4,0,0,False,False
SN0075-34619,N0075,2025-12-12,Surgery,Night,12,3,4,0,2,False,False
SN0075-34907,N0075,2025-12-15,Surgery,Night,12,4,2,1,1,False,False
SN0075-34919,N0075,2025-12-15,Peds,Day,12,3,2,0,1,False,False
SN0075-34707,N0075,2025-12-13,Peds,Day,8,4,3,3,0,False,False
SN0075-35407,N0075,2025-12-20,Surgery,Night,12,6,2,0,1,False,False
SN0075-35319,N0075,2025-12-19,ED,Day,12,8,5,2,0,False,False
SN0075-35707,N0075,2025-12-23,Peds,Evening,12,4,7,2,1,False,True
SN0075-35807,N0075,2025-12-24,Medical,Night,12,5,10,4,0,True,False
SN0075-35819,N0075,2025-12-24,ED,Night,12,3,6,2,1,False,False
SN0075-36107,N0075,2025-12-27,Peds,Night,8,4,8,0,2,False,False
SN0075-35907,N0075,2025-12-25,ICU,Day,8,2,6,1,0,False,False
SN0075-35819,N0075,2025-12-24,Medical,Night,12,2,2,1,0,False,False
SN0075-00307,N0075,2026-01-03,Peds,Day,12,7,6,1,2,False,False
SN0075-00407,N0075,2026-01-04,Medical,Day,12,5,9,3,3,False,False
SN0075-00607,N0075,2026-01-06,Surgery,Day,12,7,1,2,0,False,False
SN0075-00507,N0075,2026-01-05,ICU,Night,12,7,3,1,1,False,False
SN0075-00207,N0075,2026-01-02,Surgery,Night,12,5,6,1,1,False,False
SN0075-00419,N0075,2026-01-04,Medical,Day,12,3,8,3,2,False,False
SN0076-28419,N0076,2025-10-11,ED,Day,12,5,7,1,0,False,False
SN0076-28307,N0076,2025-10-10,Peds,Night,12,5,1,1,0,False,False
SN0076-28719,N0076,2025-10-14,ICU,Day,8,7,7,1,0,False,False
SN0076-28907,N0076,2025-10-16,Surgery,Night,12,7,8,1,3,False,False
SN0076-28919,N0076,2025-10-16,Surgery,Day,8,2,9,0,1,False,True
SN0076-28807,N0076,2025-10-15,ED,Night,12,6,7,1,1,False,False
SN0076-29207,N0076,2025-10-19,Surgery,Evening,8,5,5,1,2,True,True
SN0076-30019,N0076,2025-10-27,Surgery,Night,12,5,6,0,1,False,False
SN0076-29819,N0076,2025-10-25,ED,Night,12,4,1,4,0,False,False
SN0076-29619,N0076,2025-10-23,ICU,Day,12,2,7,1,0,False,False
SN0076-29907,N0076,2025-10-26,Surgery,Night,12,7,3,1,1,False,False
SN0076-29807,N0076,2025-10-25,ED,Night,12,4,7,0,0,False,True
SN0076-30007,N0076,2025-10-27,ED,Day,12,7,1,2,1,False,False
SN0076-30507,N0076,2025-11-01,Medical,Day,12,8,5,1,1,False,False
SN0076-30507,N0076,2025-11-01,Surgery,Night,12,3,1,1,1,False,False
SN0076-30319,N0076,2025-10-30,ICU,Day,12,6,7,0,0,True,False
SN0076-30819,N0076,2025-11-04,ED,Day,12,3,2,1,0,False,False
SN0076-30419,N0076,2025-10-31,Surgery,Evening,12,6,10,1,0,False,False
SN0076-30307,N0076,2025-10-30,Surgery,Night,8,2,7,1,0,False,True
SN0076-31319,N0076,2025-11-09,Peds,Day,12,3,3,1,0,False,False
SN0076-31319,N0076,2025-11-09,Medical,Night,12,6,7,0,2,False,False
SN0076-31319,N0076,2025-11-09,ED,Day,12,3,9,0,0,False,False
SN0076-31307,N0076,2025-11-09,Surgery,Day,12,8,4,1,0,False,False
SN0076-31507,N0076,2025-11-11,Surgery,Day,8,8,7,1,0,False,False
SN0076-31519,N0076,2025-11-11,ICU,Day,8,5,7,2,1,False,False
SN0076-31919,N0076,2025-11-15,ED,Evening,12,7,5,2,1,False,False
SN0076-32007,N0076,2025-11-16,Peds,Night,12,8,2,1,0,False,False
SN0076-32119,N0076,2025-11-17,Surgery,Day,8,7,10,0,0,True,False
SN0076-32519,N0076,2025-11-21,Peds,Day,12,8,10,1,0,False,False
SN0076-32507,N0076,2025-11-21,Peds,Night,12,4,6,1,0,False,False
SN0076-32319,N0076,2025-11-19,Surgery,Night,12,7,7,2,1,False,False
SN0076-33019,N0076,2025-11-26,ICU,Evening,12,4,6,1,1,True,False
SN0076-33207,N0076,2025-11-28,Medical,Night,12,8,2,0,0,False,False
SN0076-33019,N0076,2025-11-26,Peds,Night,12,8,5,1,0,False,False
SN0076-34207,N0076,2025-12-08,ICU,Night,12,7,10,0,1,False,False
SN0076-33907,N0076,2025-12-05,Medical,Evening,12,3,4,0,0,False,False
SN0076-34319,N0076,2025-12-09,Peds,Night,10,5,8,0,0,False,False
SN0076-34819,N0076,2025-12-14,Surgery,Night,8,4,5,1,0,False,False
SN0076-34519,N0076,2025-12-11,ICU,Day,10,2,3,0,1,False,False
SN0076-35019,N0076,2025-12-16,Surgery,Evening,12,2,9,3,0,False,False
SN0076-34607,N0076,2025-12-12,ED,Evening,12,7,8,4,1,False,False
SN0076-34407,N0076,2025-12-10,ED,Night,12,8,3,0,0,False,False
SN0076-34419,N0076,2025-12-10,Peds,Night,12,5,3,0,1,False,False
SN0076-35207,N0076,2025-12-18,ED,Night,8,4,1,1,2,False,False
SN0076-35219,N0076,2025-12-18,ED,Day,12,6,10,0,0,False,False
SN0076-35519,N0076,2025-12-21,Surgery,Day,12,3,10,0,0,False,False
SN0076-35719,N0076,2025-12-23,Surgery,Evening,12,7,4,2,0,False,False
SN0076-35607,N0076,2025-12-22,Medical,Evening,12,5,2,4,1,True,False
SN0076-36219,N0076,2025-12-28,ED,Day,8,7,4,3,0,False,False
SN0076-35907,N0076,2025-12-25,Surgery,Day,10,5,7,2,1,True,False
SN0076-35907,N0076,2025-12-25,Medical,Day,10,8,3,0,1,False,False
SN0076-00207,N0076,2026-01-02,ED,Day,12,3,4,0,2,False,False
SN0076-00407,N0076,2026-01-04,Medical,Night,8,3,10,1,0,False,False
SN0076-00619,N0076,2026-01-06,Peds,Day,12,6,8,0,2,False,False
SN0076-36519,N0076,2025-12-31,Surgery,Day,12,4,6,2,2,False,False
SN0076-00419,N0076,2026-01-04,Peds,Day,12,2,6,1,0,False,False
SN0077-28707,N0077,2025-10-14,Surgery,Day,12,3,8,1,1,False,False
SN0077-28319,N0077,2025-10-10,Surgery,Evening,12,5,2,1,1,False,False
SN0077-28119,N0077,2025-10-08,Surgery,Evening,12,8,3,2,0,False,False
SN0077-29207,N0077,2025-10-19,Surgery,Night,8,6,9,2,0,False,False
SN0077-29219,N0077,2025-10-19,Peds,Day,12,5,4,1,0,False,True
SN0077-28907,N0077,2025-10-16,Surgery,Day,8,5,3,0,0,False,False
SN0077-28819,N0077,2025-10-15,Medical,Night,12,8,1,0,1,False,False
SN0077-28807,N0077,2025-10-15,Surgery,Night,12,2,7,0,0,False,False
SN0077-29519,N0077,2025-10-22,Surgery,Day,12,5,7,0,0,False,False
SN0077-30007,N0077,2025-10-27,ICU,Night,12,6,2,0,1,False,False
SN0077-29819,N0077,2025-10-25,ED,Day,12,5,1,3,2,False,False
SN0077-29807,N0077,2025-10-25,Surgery,Evening,8,5,10,0,0,False,False
SN0077-29919,N0077,2025-10-26,Medical,Day,12,5,1,4,0,False,False
SN0077-29519,N0077,2025-10-22,Surgery,Day,12,6,9,1,1,False,False
SN0077-30807,N0077,2025-11-04,Surgery,Day,12,6,4,2,1,False,False
SN0077-30419,N0077,2025-10-31,Peds,Day,12,7,10,0,0,True,False
SN0077-30707,N0077,2025-11-03,Surgery,Night,10,4,3,2,1,False,False
SN0077-30807,N0077,2025-11-04,Surgery,Day,12,5,3,1,0,False,False
SN0077-30919,N0077,2025-11-05,ICU,Day,12,3,5,3,0,False,False
SN0077-31419,N0077,2025-11-10,Surgery,Night,12,2,9,0,1,False,False
SN0077-31319,N0077,2025-11-09,Medical,Day,12,5,9,2,2,False,False
SN0077-31319,N0077,2025-11-09,Surgery,Night,12,2,2,0,0,False,False
SN0077-31119,N0077,2025-11-07,Peds,Day,12,8,6,0,0,True,False
SN0077-31107,N0077,2025-11-07,Medical,Night,8,3,4,0,1,True,True
SN0077-32019,N0077,2025-11-16,ED,Night,8,8,6,0,1,False,False
SN0077-31807,N0077,2025-11-14,Peds,Day,12,5,8,3,1,False,False
SN0077-32007,N0077,2025-11-16,ED,Day,12,7,8,2,1,True,False
SN0077-32207,N0077,2025-11-18,ED,Day,10,3,7,0,0,False,False
SN0077-32107,N0077,2025-11-17,Medical,Night,12,5,7,0,0,False,False
SN0077-32419,N0077,2025-11-20,ED,Night,12,6,2,2,2,False,False
SN0077-32919,N0077,2025-11-25,Medical,Day,12,6,9,0,1,False,False
SN0077-32307,N0077,2025-11-19,ICU,Night,10,4,7,1,1,True,False
SN0077-32907,N0077,2025-11-25,Medical,Day,12,5,6,0,0,False,False
SN0077-33507,N0077,2025-12-01,ED,Day,8,6,1,2,2,False,False
SN0077-33407,N0077,2025-11-30,ICU,Day,12,7,7,1,0,False,False
SN0077-33519,N0077,2025-12-01,Medical,Night,12,7,1,2,0,False,False
SN0077-34219,N0077,2025-12-08,Medical,Night,12,2,2,0,1,False,False
SN0077-33807,N0077,2025-12-04,Medical,Day,12,7,6,0,1,False,False
SN0077-34107,N0077,2025-12-07,Medical,Night,8,3,2,2,0,False,False
SN0077-34907,N0077,2025-12-15,ED,Day,12,6,4,1,2,False,False
SN0077-34619,N0077,2025-12-12,ED,Day,12,2,6,1,0,False,False
SN0077-34807,N0077,2025-12-14,ED,Evening,12,5,9,2,2,False,False
SN0077-35707,N0077,2025-12-23,ED,Night,8,2,4,1,1,False,False
SN0077-35719,N0077,2025-12-23,ICU,Day,8,6,8,1,0,False,False
SN0077-35719,N0077,2025-12-23,Peds,Night,12,7,3,1,0,False,False
SN0077-35107,N0077,2025-12-17,Medical,Day,12,4,2,0,1,False,False
SN0077-35507,N0077,2025-12-21,Medical,Night,12,7,1,1,0,False,False
SN0077-35607,N0077,2025-12-22,Surgery,Day,12,3,7,0,1,False,False
SN0077-36207,N0077,2025-12-28,Peds,Evening,10,4,7,1,0,False,False
SN0077-36019,N0077,2025-12-26,Surgery,Night,12,4,3,0,0,False,False
SN0077-36407,N0077,2025-12-30,Surgery,Night,12,3,8,2,0,False,False
SN0077-36119,N0077,2025-12-27,Medical,Evening,12,3,3,0,2,False,False
SN0077-36207,N0077,2025-12-28,Medical,Night,12,7,5,1,0,False,False
SN0077-36319,N0077,2025-12-29,Peds,Day,12,2,1,2,1,False,False
SN0077-00419,N0077,2026-01-04,ED,Day,12,3,6,1,0,False,False
SN0077-00219,N0077,2026-01-02,ICU,Night,12,5,6,1,0,False,False
SN0077-00607,N0077,2026-01-06,Surgery,Night,12,7,7,1,0,False,False
SN0077-00507,N0077,2026-01-05,Surgery,Night,12,4,10,2,1,True,False
SN0077-00319,N0077,2026-01-03,ED,Night,8,4,4,1,0,False,False
SN0077-00507,N0077,2026-01-05,Medical,Night,8,8,4,2,0,False,False
SN0078-28119,N0078,2025-10-08,Surgery,Day,8,5,9,2,1,False,False
SN0078-28719,N0078,2025-10-14,Medical,Night,8,3,9,0,1,False,False
SN0078-28407,N0078,2025-10-11,Peds,Day,12,2,4,1,1,False,False
SN0078-28319,N0078,2025-10-10,ED,Evening,10,4,5,1,2,False,False
SN0078-28107,N0078,2025-10-08,Surgery,Evening,12,3,4,0,1,True,False
SN0078-28519,N0078,2025-10-12,ED,Day,8,2,1,0,2,False,False
SN0078-29219,N0078,2025-10-19,ICU,Day,12,8,1,1,1,False,False
SN0078-29119,N0078,2025-10-18,ED,Day,12,7,3,1,0,False,False
SN0078-29319,N0078,2025-10-20,ED,Night,12,3,2,0,0,False,False
SN0078-29019,N0078,2025-10-17,Peds,Day,12,6,9,1,0,False,True
SN0078-29419,N0078,2025-10-21,ICU,Night,12,2,3,2,2,False,False
SN0078-29819,N0078,2025-10-25,Peds,Night,12,4,4,2,2,False,False
SN0078-29919,N0078,2025-10-26,Medical,Night,12,4,3,0,0,False,False
SN0078-29707,N0078,2025-10-24,Peds,Night,12,4,8,0,1,False,False
SN0078-30607,N0078,2025-11-02,ICU,Night,8,8,10,0,0,False,False
SN0078-30819,N0078,2025-11-04,Peds,Night,12,6,9,0,3,False,False
SN0078-30507,N0078,2025-11-01,Surgery,Evening,12,4,1,2,0,False,False
SN0078-30519,N0078,2025-11-01,Peds,Night,12,4,2,1,3,False,False
SN0078-31219,N0078,2025-11-08,Medical,Day,8,6,6,0,2,False,False
SN0078-30907,N0078,2025-11-05,ICU,Night,12,8,1,1,0,False,False
SN0078-31007,N0078,2025-11-06,Peds,Night,8,4,10,3,2,False,False
SN0078-31019,N0078,2025-11-06,Peds,Night,12,6,5,0,1,False,False
SN0078-31419,N0078,2025-11-10,ICU,Day,12,5,7,1,1,False,False
SN0078-31807,N0078,2025-11-14,Surgery,Night,10,6,7,0,0,False,False
SN0078-31719,N0078,2025-11-13,ICU,Night,12,6,5,2,1,False,False
SN0078-31819,N0078,2025-11-14,ED,Night,12,5,10,1,3,False,False
SN0078-31907,N0078,2025-11-15,Peds,Night,12,7,3,1,0,True,False
SN0078-32707,N0078,2025-11-23,ICU,Day,12,7,4,0,0,False,False
SN0078-32619,N0078,2025-11-22,Peds,Day,8,3,2,2,1,False,False
SN0078-32407,N0078,2025-11-20,Peds,Night,12,4,7,1,1,False,False
SN0078-33419,N0078,2025-11-30,ICU,Evening,12,7,6,2,0,False,False
SN0078-33019,N0078,2025-11-26,Peds,Night,12,8,4,0,0,False,False
SN0078-33319,N0078,2025-11-29,Surgery,Day,12,6,3,2,0,False,False
SN0078-33307,N0078,2025-11-29,Surgery,Day,12,3,8,2,0,False,False
SN0078-33107,N0078,2025-11-27,Medical,Day,10,6,9,0,1,False,False
SN0078-34219,N0078,2025-12-08,ED,Day,8,2,2,1,0,False,False
SN0078-34219,N0078,2025-12-08,Medical,Day,8,5,2,3,1,False,False
SN0078-34019,N0078,2025-12-06,Medical,Night,12,4,10,3,0,False,False
SN0078-33919,N0078,2025-12-05,Surgery,Day,12,2,5,1,1,False,False
SN0078-34507,N0078,2025-12-11,Surgery,Night,12,5,3,0,0,False,False
SN0078-34519,N0078,2025-12-11,Medical,Night,12,3,7,0,1,False,False
SN0078-35019,N0078,2025-12-16,Medical,Night,12,6,5,2,1,True,False
SN0078-34719,N0078,2025-12-13,ICU,Night,12,8,3,0,0,False,False
SN0078-34919,N0078,2025-12-15,ICU,Night,8,5,4,4,0,False,False
SN0078-35207,N0078,2025-12-18,Medical,Day,12,8,9,2,1,False,False
SN0078-35219,N0078,2025-12-18,Medical,Day,12,5,9,0,0,False,False
SN0078-35719,N0078,2025-12-23,Peds,Day,8,3,6,1,1,False,False
SN0078-35707,N0078,2025-12-23,Medical,Day,12,5,9,0,1,False,False
SN0078-35407,N0078,2025-12-20,Medical,Day,12,4,9,1,0,False,False
SN0078-36307,N0078,2025-12-29,Peds,Night,8,6,4,2,1,False,True
SN0078-36419,N0078,2025-12-30,Medical,Day,12,2,2,0,2,False,False
SN0078-36119,N0078,2025-12-27,Medical,Day,12,3,3,2,1,False,False
SN0078-36507,N0078,2025-12-31,ICU,Day,12,2,9,2,0,False,False
SN0078-00107,N0078,2026-01-01,Peds,Night,12,4,6,2,0,False,False
SN0078-00107,N0078,2026-01-01,Medical,Night,12,2,8,2,0,False,False
SN0078-00119,N0078,2026-01-01,Surgery,Day,12,2,1,1,0,False,False
SN0078-00119,N0078,2026-01-01,Peds,Day,12,3,4,0,0,False,False
SN0078-00607,N0078,2026-01-06,ICU,Day,12,6,5,0,1,False,True
SN0079-28707,N0079,2025-10-14,ICU,Day,12,6,10,1,3,False,False
SN0079-28419,N0079,2025-10-11,Peds,Night,12,8,9,2,1,False,False
SN0079-28119,N0079,2025-10-08,ICU,Night,12,2,5,1,1,False,False
SN0079-28319,N0079,2025-10-10,Surgery,Day,12,8,7,2,1,False,False
SN0079-28319,N0079,2025-10-10,ICU,Night,10,4,4,0,0,False,False
SN0079-28219,N0079,2025-10-09,Surgery,Night,10,6,5,1,1,False,False
SN0079-29207,N0079,2025-10-19,ED,Day,12,8,4,2,1,False,False
SN0079-28807,N0079,2025-10-15,ICU,Day,12,6,1,1,0,False,False
SN0079-29419,N0079,2025-10-21,ED,Day,12,2,9,0,2,False,False
SN0079-28919,N0079,2025-10-16,Surgery,Night,12,6,5,2,1,False,False
SN0079-29019,N0079,2025-10-17,Peds,Night,12,7,9,3,0,False,False
SN0079-29807,N0079,2025-10-25,Peds,Night,8,3,7,1,1,False,False
SN0079-29907,N0079,2025-10-26,Peds,Night,12,2,5,0,0,False,False
SN0079-29807,N0079,2025-10-25,ED,Day,12,4,4,1,0,False,False
SN0079-30819,N0079,2025-11-04,Peds,Evening,12,5,10,0,0,False,False
SN0079-30307,N0079,2025-10-30,ICU,Night,8,2,4,3,1,False,False
SN0079-30619,N0079,2025-11-02,ICU,Night,12,6,3,2,0,False,False
SN0079-31007,N0079,2025-11-06,Medical,Night,12,3,1,1,1,False,False
SN0079-31319,N0079,2025-11-09,ICU,Evening,12,2,6,0,1,False,False
SN0079-31307,N0079,2025-11-09,Medical,Night,8,2,9,1,0,False,False
SN0079-31419,N0079,2025-11-10,Peds,Day,12,4,7,2,0,True,False
SN0079-31007,N0079,2025-11-06,ED,Night,12,7,3,2,1,False,False
SN0079-31307,N0079,2025-11-09,Peds,Day,8,5,9,2,0,False,False
SN0079-31707,N0079,2025-11-13,Peds,Night,12,2,9,0,0,False,False
SN0079-31607,N0079,2025-11-12,Peds,Night,8,5,4,1,1,False,False
SN0079-31607,N0079,2025-11-12,Surgery,Night,10,2,3,2,0,True,False
SN0079-31919,N0079,2025-11-15,Medical,Night,12,2,1,1,0,False,False
SN0079-32319,N0079,2025-11-19,ED,Day,8,2,8,1,1,False,False
SN0079-32707,N0079,2025-11-23,ICU,Night,12,4,9,0,0,False,False
SN0079-32607,N0079,2025-11-22,ICU,Evening,12,7,3,1,0,False,False
SN0079-32419,N0079,2025-11-20,ICU,Evening,8,4,1,2,0,False,False
SN0079-33507,N0079,2025-12-01,ED,Day,8,5,10,0,2,False,False
SN0079-33619,N0079,2025-12-02,Peds,Night,12,5,5,0,0,False,False
SN0079-33607,N0079,2025-12-02,Surgery,Evening,12,5,1,4,0,False,False
SN0079-33619,N0079,2025-12-02,ICU,Night,12,3,3,1,2,False,False
SN0079-33007,N0079,2025-11-26,ICU,Night,12,4,7,1,0,False,False
SN0079-33019,N0079,2025-11-26,ICU,Day,8,5,5,0,0,False,False
SN0079-33807,N0079,2025-12-04,Peds,Day,12,2,5,0,2,False,False
SN0079-33919,N0079,2025-12-05,Surgery,Evening,8,6,6,1,1,False,False
SN0079-33707,N0079,2025-12-03,Peds,Night,12,6,4,1,2,False,False
SN0079-34219,N0079,2025-12-08,ED,Day,12,2,4,0,1,False,False
SN0079-33719,N0079,2025-12-03,Surgery,Evening,12,3,5,1,2,False,False
SN0079-33707,N0079,2025-12-03,ED,Night,8,4,2,0,0,False,False
SN0079-34519,N0079,2025-12-11,Peds,Day,12,5,5,1,0,True,False
SN0079-34607,N0079,2025-12-12,ED,Night,8,7,7,3,2,False,False
SN0079-34819,N0079,2025-12-14,Surgery,Night,12,7,7,1,1,False,False
SN0079-34807,N0079,2025-12-14,Medical,Day,8,7,1,2,1,False,False
SN0079-34519,N0079,2025-12-11,ICU,Night,12,2,10,3,3,False,False
SN0079-35507,N0079,2025-12-21,ED,Night,12,8,5,0,1,False,False
SN0079-35519,N0079,2025-12-21,Surgery,Night,12,2,7,1,2,False,False
SN0079-35707,N0079,2025-12-23,Peds,Day,8,4,1,1,2,False,False
SN0079-36207,N0079,2025-12-28,ED,Evening,12,6,3,3,1,False,False
SN0079-36319,N0079,2025-12-29,ED,Evening,8,7,7,3,0,False,False
SN0079-35819,N0079,2025-12-24,Surgery,Night,8,5,1,2,0,False,False
SN0079-36019,N0079,2025-12-26,Medical,Day,12,7,5,0,0,False,False
SN0079-00307,N0079,2026-01-03,Peds,Night,10,3,5,2,5,False,False
